time rate GYR_X_865 Q_X_865 Q_Y_871 GYR_Y_871 Q_Z_925 GYR_Z_925 UPP_X_865 UPP_Y_871 UPP_Z_925 
sec grad/sec V V V V V V V V V 
# 1120S ai0 ai1 ai2 ai3 ai4 ai5 ai6 ai7 ai8 
0.013000 -50.000 2.716302424507844204271123 2.534026194243669038996813 2.534187215558093786427207 2.749633877895191869100699 2.446913686004347443514462 2.705191941621036821885582 2.591993877650287547709240 2.607773972815429441851620 2.567196588344954566451861 
0.014000 -50.000 2.715658338521944603627389 2.543043388093765511115407 2.524042873056103086781832 2.748989791771957236221624 2.461244576111169202192741 2.703259683807772262298386 2.601011074699234981721929 2.608740101140832212678333 2.579273189807756772040648 
0.015000 -50.000 2.713887102074340251789408 2.543848494711541174950753 2.527746363103666293881133 2.750277964021091925417295 2.475736488696005377363463 2.701649468981489832231091 2.595375326484872680055105 2.624359176537521598504554 2.597951668501403688082974 
0.016000 -50.000 2.710666672220763739886706 2.539500919022350977627411 2.524042873056103086781832 2.750116942489367222179908 2.492160657807024115584227 2.699395168252330723390742 2.596663497488020055925517 2.626774497610357528287750 2.614375849820865571615514 
0.017000 -50.000 2.710022586257965659939373 2.523720830447192309264892 2.509711977565721952032618 2.748667748711339786638064 2.489906359990349482558258 2.698590060856870476158065 2.603909459571557061252634 2.621782834099794623483604 2.607773972815429441851620 
0.018000 -50.000 2.708573392851314931562001 2.548357091843940658293377 2.521144489598475146863166 2.748023662592102400736849 2.490228402533724683109995 2.698590060856870476158065 2.616791170743987038349587 2.625808369176870993300099 2.596985540240405843093185 
0.019000 -50.000 2.710022586257965659939373 2.534831300817364851951652 2.522432660017818850661797 2.746735490361621678800930 2.490228402533724683109995 2.698590060856870476158065 2.615502999580487486497304 2.626613476204373576194939 2.587968343415244731886560 
0.020000 -50.000 2.711310758186200597918969 2.560594713256103105436523 2.525653086110065448366413 2.744964253562106382133834 2.490711466349952107890431 2.697945974943460889505786 2.602299245747193179312262 2.612765635892208671009485 2.588934471622555744119154 
0.021000 -50.000 2.713404037592096251785279 2.454803726474287906000882 2.529517597503582404527833 2.743193016782726090241340 2.498118445040613089247472 2.700039254171658686942692 2.601494138841018433083718 2.609384186694309715193185 2.597629625747098103261123 
0.022000 -50.000 2.712115865646707035807594 2.531288831922498427928758 2.535314364763469274777208 2.741904844592180534590398 2.500855806813955251044490 2.701649468981489832231091 2.601977202984242509842261 2.609867250861103382675310 2.601333117460264077180909 
0.023000 -50.000 2.711471779677971483124566 2.439184667125659178310570 2.531932917170452768118594 2.743837102881989675751129 2.501338870660981594795658 2.703420705291305736750473 2.608579079752863627561510 2.617918320520491448633038 2.600528010558893488024523 
0.024000 -50.000 2.709861564767678476783885 2.422599481971277501912709 2.522915723927658504521787 2.744642210509812496610493 2.497474359924012343725508 2.704547855680647927556493 2.608257036977408738209760 2.620494662896391879769453 2.594570219613101969002855 
0.025000 -50.000 2.709217478808178203308898 2.540950110905987102682957 2.516957935804830182036085 2.745447318141795545187733 2.503915211202142110380464 2.706480113509719398479092 2.622104876902255465864755 2.622265898303727471585489 2.603748438188399738635326 
0.026000 -50.000 2.711793822662009745272371 2.559789606556172714135755 2.514703637652071943620058 2.746413447305666277742375 2.511805254357844408019673 2.706802156483536947462198 2.641427446230809383820315 2.644808896102643469561144 2.612926657284350806520479 
0.027000 -50.000 2.713565059086012976052871 2.587485279313743724571850 2.511483211772722601295982 2.745608339668691222357211 2.506169509208395762556165 2.706158070536560877883403 2.712437908632064686997865 2.624681219345137872522855 2.623715090924223503066059 
0.028000 -50.000 2.712759951618081810664762 2.596019411985167391065943 2.508101764666663680003467 2.746091404250376566409386 2.501499891943635756064168 2.707607263920964513204126 2.685869364553437055320728 2.609867250861103382675310 2.619206491703292449813034 
0.029000 -50.000 2.712598930124990648238281 2.585553022922094879021415 2.525975128722739437847622 2.746896511889849179510747 2.499728657843011792039079 2.708251349873871838269679 2.686191407485198467952614 2.604070480954874700074697 2.594087155491958007758058 
0.030000 -50.000 2.712920973111338174277307 2.586036087017853812852763 2.544814622658074565464403 2.749150813302515761193945 2.492643721628844843962725 2.708090328385397871358009 2.657368567681316129380775 2.665419639726169354077001 2.582493617015607423326173 
0.031000 -50.000 2.712759951618081810664762 2.575730719952662450822345 2.555764073115880830044944 2.748667748711339786638064 2.505847466634202547197674 2.706319092023057759632820 2.643842767560545148342044 2.705836027564060941585922 2.624842240749187816106769 
0.032000 -50.000 2.710666672220763739886706 2.541433174870034061854085 2.555925094451593881927920 2.749311834833241263709169 2.503915211202142110380464 2.704547855680647927556493 2.544975643983048652074785 2.646419110352438597288938 2.606485801723876338797936 
0.033000 -50.000 2.705352963106546049232293 2.512610360823383626183158 2.525009000886598631296920 2.750438985552983606197586 2.480567126502450037150993 2.704225812711441356839259 2.501016828096141786375028 2.632732289745194353969282 2.589900599835612826637998 
0.034000 -50.000 2.702454576392574470133923 2.526941256564527726879987 2.518246106191603050916683 2.750277964021091925417295 2.489906359990349482558258 2.703903769742892926331024 2.626130411987388502126350 2.618401384712835344714676 2.593604091372252895553174 
0.035000 -50.000 2.702454576392574470133923 2.550289347795698269294462 2.533221087673903859638358 2.749794899426416971977005 2.494092913102699871075174 2.703098662324403544943152 2.674275819446019220038124 2.611960528933904068793481 2.607612951428424086230962 
0.036000 -50.000 2.701166404536813114845017 2.545941771936204300885720 2.514381595061323082518356 2.749955920957809052396215 2.482338360399730436967047 2.703420705291305736750473 2.588934471622555744119154 2.620494662896391879769453 2.591671834907811611259376 
0.037000 -50.000 2.699234146772909959111075 2.533382108987542569167317 2.544009516035569351544154 2.748989791771957236221624 2.490550445077721164466311 2.701971511945429949008712 2.540789089584952975542365 2.665419639726169354077001 2.589256514359603134067811 
0.038000 -50.000 2.699234146772909959111075 2.534992322132575193194270 2.579434211166636625733872 2.748989791771957236221624 2.502304998359242027561322 2.701810490463377512071474 2.605841716181948708452865 2.736269091383614071588681 2.625647347771853823417132 
0.039000 -50.000 2.701005383055583575213632 2.558018371830258708143901 2.594570219613101969002855 2.750761028617266568119248 2.500211721686767418759700 2.703259683807772262298386 2.626291433392888841069635 2.717912639484156400726533 2.625003262153398519984648 
0.040000 -50.000 2.702776619358159493344829 2.535958450027143484817316 2.548840155829748432836368 2.751244093214941344172075 2.490550445077721164466311 2.703098662324403544943152 2.565908417574982447462162 2.615502999580487486497304 2.583137702464823881598477 
0.041000 -50.000 2.702776619358159493344829 2.524364915665640918263080 2.517763042295389830371732 2.748023662592102400736849 2.478795892623911534258241 2.703581726775003968299416 2.549645262475919604838737 2.562365948009887706149357 2.570739058014746003522077 
0.042000 -50.000 2.701971511945429949008712 2.522432660017818850661797 2.483948573049892249997583 2.745447318141795545187733 2.467041340995085096921002 2.705030920135692795724935 2.564298204126790992063434 2.568967823170246855823962 2.573798463700512240137641 
0.043000 -50.000 2.700522318612881278454552 2.531449853234251090583484 2.461566618599479561169119 2.743837102881989675751129 2.468812574749485566627527 2.705191941621036821885582 2.588773450254271413228935 2.567035566998153051088138 2.589095492990999503035709 
0.044000 -50.000 2.700200275651901460349791 2.545780750610284304258357 2.488779211093427257139865 2.743998124407221350651298 2.510839126604353932492586 2.704869898650513082571933 2.654470181844716947239249 2.591671834907811611259376 2.696335760171441275900861 
0.045000 -50.000 2.701810490463377512071474 2.570255993964341012514296 2.596341454736273313130823 2.745930382722981732968037 2.525653086110065448366413 2.707607263920964513204126 2.685225278691879768899753 2.620494662896391879769453 2.694564523941193723288734 
0.046000 -50.000 2.703742748258866068766793 2.589739578466370595322132 2.549001177158666919808638 2.747218554946803337202255 2.520178361790546883725028 2.710022586257965659939373 2.657529589118226898136754 2.627901647456762912469230 2.585714044287188428938862 
0.047000 -50.000 2.705836027564060941585922 2.598595754011934655380855 2.546424835914911533052418 2.749955920957809052396215 2.501821934509410816360742 2.708573392851314931562001 2.734175811672246769745698 2.628062668864037387805865 2.541111132227178881493046 
0.048000 -50.000 2.708412371362511006367413 2.574442549115351752675451 2.470744829775590734044499 2.749633877895191869100699 2.488940232363950233462901 2.704869898650513082571933 2.640622339128992912549165 2.615664020975362102916506 2.542077260157636242610124 
0.049000 -50.000 2.708412371362511006367413 2.556408158459681612129089 2.391844434161011001549468 2.749311834833241263709169 2.453193514103525707525932 2.702293554910028205995332 2.551094454448974868654432 2.607934994202595557766244 2.560111649235670139290733 
0.050000 -50.000 2.705191941621036821885582 2.540467046943357676269670 2.515991808021322828636812 2.748989791771957236221624 2.460761512379859183852204 2.701971511945429949008712 2.564620246815160875542006 2.613570742854528727860952 2.585714044287188428938862 
0.051000 -50.000 2.701488447499766465398352 2.530805767988181909089462 2.535797428710988565825346 2.748828770241564800613787 2.478473850102553832641661 2.703259683807772262298386 2.537085599244629285919927 2.616147085160950513937905 2.606485801723876338797936 
0.052000 -50.000 2.699073125293653507839053 2.516474871912372179849626 2.543848494711541174950753 2.746735490361621678800930 2.491194530167577969592685 2.704064791227084985081319 2.539178876383274552352987 2.623393048118541237556656 2.612282571716744161705037 
0.053000 -50.000 2.697623931987742640359329 2.509550956275113708926483 2.536924577927373469776740 2.745125275088503347120650 2.500372742968330452839609 2.705352963106546049232293 2.561721862642657221442732 2.620816705696276560644264 2.608257036977408738209760 
0.054000 -50.000 2.696335760171441275900861 2.497796402482001631994990 2.523559809142971843698433 2.746091404250376566409386 2.502627040926574952806050 2.707929306897088661543194 2.587163236580206859827058 2.625003262153398519984648 2.583298723827526011120881 
0.055000 -50.000 2.695852695743039095788163 2.526458192642927702564748 2.514220573766183353114911 2.746896511889849179510747 2.497313338645251512559753 2.709539521787598381763473 2.603748438188399738635326 2.619206491703292449813034 2.561238798618898027115165 
0.056000 -50.000 2.696335760171441275900861 2.532415981108068425697866 2.533543130301338486276563 2.745930382722981732968037 2.496669253531763388309628 2.710988715203152654709129 2.611155421979615809391362 2.623071005313503345490744 2.578468083015745371255889 
0.057000 -50.000 2.696979846078277454068939 2.525170022192229968283073 2.536280492659924057363696 2.744642210509812496610493 2.470100744764418099208569 2.710183607748418044280925 2.672182540558602159563861 2.622104876902255465864755 2.606646823109759036896094 
0.058000 -50.000 2.699878232691579782454028 2.528068405720420130933235 2.528229427029032638785111 2.742387909162387948924788 2.463337852296202612478737 2.707124199458013968921932 2.739167478722599913254498 2.630800032812389055436597 2.620816705696276560644264 
0.059000 -50.000 2.704064791227084985081319 2.544975643983048652074785 2.518568148789861460556949 2.742226887638819388115508 2.462371724822951524203063 2.707446242433149130590664 2.696818824601321828993150 2.634342503873631446964509 2.606968865882005825795886 
0.060000 -50.000 2.709378500297805913987759 2.546102793262282393271789 2.537085599244629285919927 2.743676081356924090215443 2.478795892623911534258241 2.707768285408944208825233 2.599400860903699594928185 2.630961054222568318294861 2.589256514359603134067811 
0.061000 -50.000 2.710022586257965659939373 2.532899045047098507410510 2.531127810610902528765109 2.746574468833560711544806 2.470261766016979443350010 2.706158070536560877883403 2.558179393168186877005610 2.624520197941249577411327 2.582010552930368518786963 
0.062000 -50.000 2.709217478808178203308898 2.512449339529962966111043 2.506491551783213367343706 2.747701619533483352597614 2.470905851028769806276841 2.703259683807772262298386 2.585714044287188428938862 2.688284686557625313696462 2.599400860903699594928185 
0.063000 -50.000 2.708251349873871838269679 2.512127296943591048261624 2.520017340489773882694635 2.748989791771957236221624 2.462210703577948578413270 2.701971511945429949008712 2.613892785640580918027354 2.691505115953923610305765 2.622748962509109382779116 
0.064000 -50.000 2.708734414340283169764234 2.524364915665640918263080 2.529678618813607560156242 2.748828770241564800613787 2.446752664774105578970875 2.700683340093617434973794 2.590383663944296088743613 2.637562932178987740172715 2.665258618281283187201325 
0.065000 -50.000 2.711149736694594025721017 2.520983468296762008975520 2.520822446995206078668161 2.749955920957809052396215 2.470261766016979443350010 2.702132533427646698953595 2.577340933513613485672522 2.596019411985167391065943 2.637401910762183998571118 
0.066000 -50.000 2.713081994604759294986707 2.523559809142971843698433 2.503593168632314736044009 2.747862641062709609940384 2.479439977668485006745414 2.704064791227084985081319 2.601494138841018433083718 2.577501954870583311674181 2.589417535728365749037039 
0.067000 -50.000 2.716463446004732329441822 2.548679134500988041622804 2.515991808021322828636812 2.748989791771957236221624 2.478312828842106796400913 2.705675006078057887037858 2.589578557097288680211022 2.582010552930368518786963 2.556891222469193536426246 
0.068000 -50.000 2.715980381514564445666338 2.525331043498018512849512 2.509389934984661341133005 2.746413447305666277742375 2.473643212356456011491446 2.704225812711441356839259 2.604070480954874700074697 2.591832856278969643426535 2.574764591823725190522509 
0.069000 -50.000 2.717751617985781908970466 2.529678618813607560156242 2.515830786724618572947065 2.744159145932620003094371 2.461244576111169202192741 2.701488447499766465398352 2.640139274869845564808202 2.635791696603040357160808 2.603909459571557061252634 
0.070000 -50.000 2.719361832976963100350076 2.550450369126037397649043 2.517924063593971251151515 2.751244093214941344172075 2.475736488696005377363463 2.701971511945429949008712 2.644486853254629288301203 2.642071531915176407778745 2.610672357808969668013788 
0.071000 -50.000 2.719844897477540435204446 2.553187731765977463993522 2.527907384411964830661645 2.753981459296770850642133 2.478151807581814747294402 2.702776619358159493344829 2.618884448906626527531216 2.644486853254629288301203 2.622104876902255465864755 
0.072000 -50.000 2.719361832976963100350076 2.546424835914911533052418 2.526297171336041369471559 2.783448403119384906290179 2.487813083473549014001946 2.701327426018207411573258 2.630155947173286712370555 2.627418583235907156847588 2.611799507542725606867862 
0.073000 -50.000 2.719200811477101353830221 2.549001177158666919808638 2.538856833744829177845759 2.751244093214941344172075 2.503110104778743849607281 2.698751082335633988407153 2.602138224365637686474884 2.608740101140832212678333 2.582493617015607423326173 
0.074000 -50.000 2.717107531993935953806840 2.536441513976550599096527 2.545941771936204300885720 2.766380118036243729306989 2.510034020147407396450490 2.695691674267234105855096 2.582815659739897018454258 2.600689031938847595171183 2.568967823170246855823962 
0.075000 -50.000 2.716785488999003739252203 2.523237766535001647127956 2.539983982982145782614225 2.750600007085041820431570 2.495864147143403766193615 2.694081459518211207893046 2.586519151115048043010347 2.609867250861103382675310 2.571222122066580517696366 
0.076000 -50.000 2.714692209548047685530037 2.524686958275805803708636 2.532577002420921097325390 2.750922050149658293349830 2.481372232817071754595872 2.691666137425460014753753 2.638368039265432063444905 2.613409721461743107084885 2.580239317963423761881359 
0.077000 -50.000 2.715014252538686001514634 2.536119471343455167300363 2.536602535293334348409644 2.749311834833241263709169 2.475736488696005377363463 2.690700008598698289574713 2.660266953570592729505506 2.621782834099794623483604 2.604553545105789513769423 
0.078000 -50.000 2.719200811477101353830221 2.541594196191698351583454 2.518407127490653873991278 2.747379576475529994183944 2.473965254868531804532950 2.691183073011341075897462 2.687157536284415559890704 2.638529060683206139970025 2.644003788983823266534046 
0.079000 -50.000 2.723870435040225412848258 2.538212748469825807973166 2.517118957102629117628112 2.748345705651388026780069 2.480245083977685727205653 2.692310223313250094889781 2.684581192832943052906103 2.639495189193248325665309 2.663970446728059382479614 
0.080000 -50.000 2.725963714613687915999662 2.542882366770683688628196 2.504237253772592985967549 2.749633877895191869100699 2.488296147282789583243812 2.694725545415849854435919 2.748023662592102400736849 2.689733879777841618619050 2.631122075632908785536301 
0.081000 -50.000 2.727734951197703594516497 2.546424835914911533052418 2.521627553504553809204936 2.750922050149658293349830 2.486202870786166752026247 2.695852695743039095788163 2.662843296627539491083780 2.722099198499908556669880 2.579595232525675463364223 
0.082000 -50.000 2.727412908180937289870371 2.545619729284521515211281 2.520661425693806467762670 2.752854308551358375467544 2.479923041453540921708054 2.694081459518211207893046 2.567679652386311683898157 2.653182010378682065265821 2.549162198487743058450405 
0.083000 -50.000 2.726124736120497882296831 2.526780235257171103313567 2.515186701539368296920429 2.753176351620642225981328 2.466880319745610616877229 2.693759416570377318578267 2.488457168552846709985715 2.591832856278969643426535 2.554636923770317924464734 
0.084000 -50.000 2.721777155494728539508742 2.512288318236699069530005 2.500533764250049806321385 2.752532265482741102857744 2.479762020191700777616006 2.693920438044212328776439 2.475092403665668072676453 2.568323737777009618810098 2.570578036664452170612094 
0.085000 -50.000 2.721616133992386554751874 2.508101764666663680003467 2.502788062210475228397399 2.751244093214941344172075 2.486202870786166752026247 2.695047588365654167574803 2.502304998359242027561322 2.567679652386311683898157 2.574120506407613806487689 
0.086000 -50.000 2.722421241505749822664484 2.520178361790546883725028 2.504720317629438142148501 2.750761028617266568119248 2.478473850102553832641661 2.695691674267234105855096 2.540950110905987102682957 2.589256514359603134067811 2.593443069999337158293429 
0.087000 -50.000 2.722582263008918701530092 2.519695297888697282928661 2.514542616356619575412878 2.749472856364133299678087 2.486202870786166752026247 2.698590060856870476158065 2.603748438188399738635326 2.604553545105789513769423 2.604714566489747973321300 
0.088000 -50.000 2.722904306015752062819502 2.534992322132575193194270 2.530161682744625828433982 2.748989791771957236221624 2.482660402928523080134937 2.698268017899837278861241 2.651893838923041091248933 2.604070480954874700074697 2.622104876902255465864755 
0.089000 -50.000 2.724675542565169639175338 2.540628068264076500071269 2.521466532202370824933269 2.749472856364133299678087 2.501821934509410816360742 2.697301889032681199154240 2.661233082212064893212755 2.610672357808969668013788 2.626130411987388502126350 
0.090000 -50.000 2.726607800641920764661563 2.539983982982145782614225 2.545458707958916821922912 2.750600007085041820431570 2.510356062729717674386620 2.696979846078277454068939 2.671699476203885481595535 2.621299769897310838473459 2.599078818146513647491247 
0.091000 -50.000 2.728862101761603486949070 2.552704667767376367493171 2.533382108987542569167317 2.752210222414791296330350 2.501821934509410816360742 2.696657803124530516925006 2.615019935396827754914284 2.618723427508535372965071 2.577018890800150341391372 
0.092000 -50.000 2.730633338378422259040690 2.569772929915364656494603 2.551738539774439207263868 2.751888179347507623617730 2.479278956407109379966869 2.695047588365654167574803 2.562365948009887706149357 2.623876112327306664440130 2.578790125732072446851362 
0.093000 -50.000 2.730794359890037270588437 2.565747396229449694970981 2.559306542538115181173453 2.750600007085041820431570 2.482177339135566374039854 2.693437373623200237204856 2.551738539774439207263868 2.628384711679069951628662 2.581044424764191713705941 
0.094000 -50.000 2.727090865164833566325342 2.564620246815160875542006 2.557213265142992408840428 2.751244093214941344172075 2.468812574749485566627527 2.692954309203665186345233 2.557535307817424552467855 2.629350840128040545096155 2.582654638377672728921652 
0.095000 -50.000 2.726446779134613862538572 2.544331558684098215650238 2.554475902435869638651411 2.753015330085917256042194 2.466558277247125285924767 2.694403502466702349238403 2.578790125732072446851362 2.628384711679069951628662 2.592960005881549179207468 
0.096000 -50.000 2.726768822149392423881409 2.542399302802382354826705 2.536602535293334348409644 2.753015330085917256042194 2.520178361790546883725028 2.698106996421567149724297 2.598917796768160926035307 2.615825042370397479629673 2.597468604370184674934308 
0.097000 -50.000 2.726607800641920764661563 2.547390963876585701086697 2.540306025622796504137568 2.753981459296770850642133 2.350300975176648154985060 2.701005383055583575213632 2.622748962509109382779116 2.613409721461743107084885 2.605519673411946790508864 
0.098000 -50.000 2.726768822149392423881409 2.544331558684098215650238 2.527746363103666293881133 2.753820437761211437077691 2.611316443370152562408748 2.702293554910028205995332 2.676852162729963069409678 2.614375849820865571615514 2.603265374039888335744308 
0.099000 -50.000 2.729828230822836765412376 2.551094454448974868654432 2.527263299179712152664479 2.755591674661538537094430 2.572671314230661643307485 2.701971511945429949008712 2.650766688907878254610750 2.619045470304879330569747 2.601494138841018433083718 
0.100000 -50.000 2.734819897734295235380841 2.559628585216661811330141 2.518407127490653873991278 2.755591674661538537094430 2.494414955654155718889342 2.701971511945429949008712 2.606646823109759036896094 2.628223690271473067525676 2.604714566489747973321300 
0.101000 -50.000 2.737074198972379246441733 2.556569179796027491136101 2.519051212688423024843587 2.755752696198932483184763 2.489906359990349482558258 2.700522318612881278454552 2.589417535728365749037039 2.624842240749187816106769 2.602943331275016092263286 
0.102000 -50.000 2.736430112901035105466008 2.539500919022350977627411 2.523881851751569094233218 2.754786566977069028894221 2.489745338718894807072957 2.700522318612881278454552 2.582332595653701989846240 2.622748962509109382779116 2.600850053318961130344178 
0.103000 -50.000 2.735625005315590385635005 2.545458707958916821922912 2.546907899895038518423007 2.753498394690593542577517 2.499406615281286381247128 2.701971511945429949008712 2.584908937463315403704200 2.649800560329782506130414 2.603909459571557061252634 
0.104000 -50.000 2.733209682584150979067772 2.531771895858228482723007 2.557052243806013702709379 2.752371243948682710822595 2.506330530495727071382817 2.703420705291305736750473 2.617757299123365299919897 2.656402439063264786511809 2.599561882282533264998392 
0.105000 -50.000 2.731438445938152437264534 2.536119471343455167300363 2.561882883984227365914421 2.751888179347507623617730 2.509228913694364848652185 2.703259683807772262298386 2.613731764247474220752565 2.654631203278702056280736 2.596824518864132791406973 
0.106000 -50.000 2.730150273844573760584353 2.544331558684098215650238 2.542077260157636242610124 2.749633877895191869100699 2.486846955859257413123942 2.700683340093617434973794 2.605519673411946790508864 2.616469127952147033511210 2.594892262361331081166327 
0.107000 -50.000 2.730955381401817039233038 2.545941771936204300885720 2.519534276588393684193079 2.745769361195753432980382 2.478956913884822643723282 2.700361297132308990853744 2.598434732634061994360763 2.617757299123365299919897 2.599561882282533264998392 
0.108000 -50.000 2.731760488963205002477252 2.548518113172385302078737 2.511322190480396177036937 2.742387909162387948924788 2.473160148589501172722294 2.700200275651901460349791 2.600528010558893488024523 2.602943331275016092263286 2.605197630642586581473097 
0.109000 -50.000 2.732887639556113246186442 2.546263814588518137327355 2.503432147347635083889372 2.739972586326314019089523 2.462532746068108124859464 2.698268017899837278861241 2.595375326484872680055105 2.601172096079669593393646 2.607451930041579046815059 
0.110000 -50.000 2.733209682584150979067772 2.534187215558093786427207 2.514542616356619575412878 2.739489521763586843405847 2.467041340995085096921002 2.695852695743039095788163 2.608901122528960669910703 2.604070480954874700074697 2.608579079752863627561510 
0.111000 -50.000 2.734497854702938823834302 2.533865172929401943235916 2.515830786724618572947065 2.742065866115416916670711 2.473321169844998390630053 2.696496781647903961953716 2.607773972815429441851620 2.612443593108404904512554 2.591993877650287547709240 
0.112000 -50.000 2.732726618042343513792503 2.537568663197340423920423 2.521305510900344604152679 2.745447318141795545187733 2.482016317871557742336108 2.699073125293653507839053 2.609545208083080325422998 2.616147085160950513937905 2.582332595653701989846240 
0.113000 -50.000 2.730794359890037270588437 2.548357091843940658293377 2.534509258187414904028856 2.748023662592102400736849 2.493770870551866192244006 2.701810490463377512071474 2.631927182687033184294023 2.636596803680590905827330 2.587968343415244731886560 
0.114000 -50.000 2.729989252333622662405332 2.543848494711541174950753 2.530805767988181909089462 2.749955920957809052396215 2.495059040758933033288258 2.703903769742892926331024 2.622104876902255465864755 2.636757825096585960977791 2.587807322047917857332777 
0.115000 -50.000 2.729989252333622662405332 2.545136665308179946265454 2.533543130301338486276563 2.750922050149658293349830 2.503593168632314736044009 2.702615597875284603190948 2.606002737567190141731999 2.622104876902255465864755 2.590544685314176920343243 
0.116000 -50.000 2.730794359890037270588437 2.557213265142992408840428 2.529678618813607560156242 2.753498394690593542577517 2.514542616356619575412878 2.701649468981489832231091 2.634986589529530132125501 2.622748962509109382779116 2.596663497488020055925517 
0.117000 -50.000 2.731760488963205002477252 2.567679652386311683898157 2.526941256564527726879987 2.753015330085917256042194 2.510034020147407396450490 2.698268017899837278861241 2.646580131778309752377254 2.619045470304879330569747 2.600850053318961130344178 
0.118000 -50.000 2.732565596528738982584628 2.569128844518953069808731 2.548840155829748432836368 2.753659416225819445145362 2.511966275650639790484320 2.694725545415849854435919 2.602460267128908544265187 2.641749489072668932720944 2.614536871214614865976955 
0.119000 -50.000 2.730633338378422259040690 2.562043905325955606144817 2.553670795766001866411443 2.752532265482741102857744 2.501821934509410816360742 2.697623931987742640359329 2.585553022922094879021415 2.627740626049649641515771 2.609062143917249887437038 
0.120000 -50.000 2.727734951197703594516497 2.548357091843940658293377 2.544170537359754735717843 2.752049200881065971202588 2.487007977127918323390077 2.705030920135692795724935 2.593604091372252895553174 2.616952192140147737120515 2.597790647124170515525066 
0.121000 -50.000 2.723870435040225412848258 2.541272153548527423794212 2.544814622658074565464403 2.752532265482741102857744 2.471066872282103421554211 2.708895435829416609152531 2.601977202984242509842261 2.626774497610357528287750 2.593926134118563542330094 
0.122000 -50.000 2.722743284512252781581765 2.530644746677057188577464 2.539178876383274552352987 2.753659416225819445145362 2.476058531212101954110949 2.705030920135692795724935 2.613409721461743107084885 2.617757299123365299919897 2.593443069999337158293429 
0.123000 -50.000 2.720166940478751627097154 2.527585341795524964680908 2.526941256564527726879987 2.753659416225819445145362 2.471066872282103421554211 2.673309690725320653115205 2.613409721461743107084885 2.612765635892208671009485 2.590705706684216735880000 
