time GYR_X_865 Q_X_865 Q_Y_871 GYR_Y_871 Q_Z_925 GYR_Z_925 UPP_X_865 UPP_Y_871 UPP_Z_925 
sec V V V V V V V V V 
# ai0 ai1 ai2 ai3 ai4 ai5 ai6 ai7 ai8 
181.560000 2.476225439591152710505639 2.546108780221856271452907 2.519379204039806197101825 2.477674632991280656568733 2.497319255883356792224959 2.478962804913089179592589 2.608907199363654783041966 2.622433015918956389356254 2.599567945741057872766078 
181.570000 2.482022213267326637975430 2.544015500001981511246640 2.520828397817604926700596 2.473810117285605958414862 2.491844524679837746816702 2.476708504056461368492137 2.608585156126249859909194 2.619695648190544012834380 2.605847788634392703244202 
181.580000 2.479445869386335932205156 2.550939426985511904177883 2.528879474593522580505578 2.476708504056461368492137 2.494903933271281015748855 2.480573019829362291233110 2.605203702172501412093197 2.621466886127107542847625 2.598440794478467541495093 
181.590000 2.479123826404015851210261 2.535964422482942737246958 2.522277591608169000636508 2.469945601669478296713578 2.482505277749452954338949 2.477352590012385391560201 2.609068220982599939361535 2.620983821233372257353267 2.602466334738268827209140 
181.600000 2.475742375127243821708589 2.539667918092502585380998 2.534515228571562861503708 2.474615224716900208079551 2.495709040804727774087723 2.476386461079433498611024 2.613415804755208071696870 2.629678989544025569102814 2.606652896715388578741113 
181.610000 2.481861191773596431175974 2.537574637955067213823668 2.521633505477453685017508 2.474937267690506370598769 2.493615761225898896924491 2.481056084307281750511720 2.610356393939975205853443 2.624526297154658571741948 2.604237572484506824110895 
181.620000 2.478318718950939469891637 2.548363082027106152338547 2.526142108445450951137445 2.469140494260713136753793 2.479445869386335932205156 2.478479740441243528437099 2.608585156126249859909194 2.623238124083289601884417 2.600534075400991795845584 
181.630000 2.481539148786603199425826 2.538218724148350258218443 2.529201517672766463817879 2.473005009858197933425572 2.489429202147499076147596 2.479123826404015851210261 2.605364723787732206261580 2.625653448600625772257899 2.598601816086925531124052 
181.640000 2.480411998337034518158362 2.539828939642645000418497 2.539828939642645000418497 2.471233773531577249116253 2.480250976844862176307061 2.478640761931703018206008 2.616153172376232127760431 2.626619578417785039192722 2.597474664831101343054343 
181.650000 2.476547482567869273850647 2.544176521556404946267094 2.517124902633032679233338 2.476547482567869273850647 2.486530815155072460242991 2.477191568523170683846502 2.603110421189187562163170 2.622594037551498225013802 2.601500205066728188540992 
181.660000 2.481217105800233024837098 2.525498022299593969819398 2.521955548542496039488015 2.475581353639585202586204 2.486852858151733958180785 2.477835654480962102041985 2.610356393939975205853443 2.623882210617675792008185 2.598762837695544725136187 
181.670000 2.481539148786603199425826 2.539667918092502585380998 2.531455819245170602016515 2.474293181743916214543333 2.480573019829362291233110 2.477513611501755086408139 2.606974939948917047161103 2.629840011183873560440816 2.600856118622258961181615 
181.680000 2.478479740441243528437099 2.534032163937284476418199 2.520345333223587669380095 2.474293181743916214543333 2.495064954777657550977210 2.477835654480962102041985 2.609551285840403522797715 2.619212583302157337783456 2.601178161844170944050347 
181.690000 2.482022213267326637975430 2.546752866448751984052024 2.524853936156261191570138 2.476064418103027353623702 2.497319255883356792224959 2.480250976844862176307061 2.608424134507789649006781 2.630645119385550234625271 2.602466334738268827209140 
181.700000 2.476869525545208894357074 2.545464693997499860955713 2.530006625373641515608369 2.475259310664735146190196 2.479445869386335932205156 2.479284847895097954051380 2.614220912874184232776997 2.623721188983835883590245 2.606813918332071988714915 
181.710000 2.479284847895097954051380 2.542083241361277945458141 2.531938883871859058416476 2.473488074314176277113120 2.490556352658216177076156 2.476225439591152710505639 2.616958280508965284383294 2.628390816431092513738577 2.601661226678248617361078 
181.720000 2.479284847895097954051380 2.546591844891790135108067 2.529845603833150491368542 2.472521945403618470749052 2.510361998597760102569509 2.477030547034112295534669 2.616475215628839556814000 2.628068773154483839249451 2.597635686438592994562669 
181.730000 2.476708504056461368492137 2.539667918092502585380998 2.530006625373641515608369 2.472682966888323008447514 2.477835654480962102041985 2.485242643174669030514679 2.607296983183091665381426 2.623077102450098507802068 2.594737297528376451793974 
181.740000 2.484276514195917773264455 2.547396952678188331020692 2.528718453054137338398277 2.472199902434676133111680 2.482344256255255121601522 2.475581353639585202586204 2.615026020997205158380439 2.624848340424123627201425 2.597313643223770895929192 
181.750000 2.477996675970798534649475 2.537896681051392100414432 2.524209850015452616389666 2.475259310664735146190196 2.497802320409997278716219 2.479445869386335932205156 2.609068220982599939361535 2.625170383694237496996493 2.596347513583168176154459 
181.760000 2.482505277749452954338949 2.543371413785876278268461 2.511650170773570778237627 2.476708504056461368492137 2.487818987145462568122412 2.478640761931703018206008 2.612127631773258240599489 2.625009362059099071728951 2.596347513583168176154459 
181.770000 2.480573019829362291233110 2.529362539212625993201300 2.517285924161064336601612 2.471555816498655300250675 2.489751245149780078946833 2.481539148786603199425826 2.613093761508749945932095 2.627424686603216041902442 2.602305313125942376473176 
181.780000 2.475581353639585202586204 2.554964966064492859487700 2.537091573311767600529265 2.475581353639585202586204 2.492488610694398865064159 2.473649095799813846241477 2.612127631773258240599489 2.627746729878524867274336 2.598601816086925531124052 
181.790000 2.480734041321846827798936 2.540634047395733396967898 2.523887806945995126994831 2.474454203230330495699718 2.494420868753089770564202 2.476708504056461368492137 2.611161502043588100718807 2.623882210617675792008185 2.596991600009592282560789 
181.800000 2.478479740441243528437099 2.525820065372206713050218 2.524531893085541600640909 2.475259310664735146190196 2.497480277392080338927371 2.482827320738316245751776 2.608263112889491086576754 2.623077102450098507802068 2.598923859304325567620708 
181.810000 2.478157697460791286658832 2.546913888005872816933106 2.528235388436929742539405 2.472682966888323008447514 2.496353126834301772163371 2.480573019829362291233110 2.610034350699661942485363 2.623721188983835883590245 2.596991600009592282560789 
181.820000 2.482183234761212720087542 2.555609052326356600559620 2.525337000763523853663628 2.478479740441243528437099 2.477513611501755086408139 2.478157697460791286658832 2.609712307459994384828406 2.625170383694237496996493 2.600212032180369003953047 
181.830000 2.479284847895097954051380 2.545142650886274005017640 2.527913345359581231974744 2.472682966888323008447514 2.485886729163622632654551 2.479606890877729785671590 2.613254783131897962533685 2.624687318789309831146284 2.602305313125942376473176 
181.840000 2.482022213267326637975430 2.540150982743405005948034 2.518574096390986394311540 2.472521945403618470749052 2.495386997790880023728732 2.477674632991280656568733 2.608746177744871275194782 2.621466886127107542847625 2.601178161844170944050347 
181.850000 2.478479740441243528437099 2.549168189822238250741293 2.516158773468148091012608 2.475098289177543264827364 2.503599094839636940434957 2.479928933860984230364011 2.607619026417911989312870 2.623238124083289601884417 2.601661226678248617361078 
181.860000 2.476386461079433498611024 2.535964422482942737246958 2.539989961192945955303912 2.475259310664735146190196 2.489912266651154837404647 2.479606890877729785671590 2.607619026417911989312870 2.623721188983835883590245 2.602144291513776686031179 
181.870000 2.479767912369279070361472 2.542244262913798014125177 2.520506354754769251513835 2.470106623151696823015300 2.492810653702616896509880 2.482827320738316245751776 2.610839458801657908537663 2.622916080817069506281314 2.602627356350756482328279 
181.880000 2.475098289177543264827364 2.533227056216650119324640 2.534998293207265440685205 2.475903396615057872054422 2.486530815155072460242991 2.481539148786603199425826 2.607780048035564846031775 2.622433015918956389356254 2.598923859304325567620708 
181.890000 2.480573019829362291233110 2.543049370678775567000685 2.530811733078466296831266 2.473649095799813846241477 2.492649632198429721086086 2.478962804913089179592589 2.608102091271353728529903 2.622594037551498225013802 2.600695097011544554277407 
181.900000 2.480895062814486351498999 2.540634047395733396967898 2.535481357844391769873482 2.474776246203625795772041 2.491683503176588043714901 2.473971138771553945900905 2.610356393939975205853443 2.626619578417785039192722 2.598118751262034287208280 
181.910000 2.477030547034112295534669 2.541117112049488646619011 2.519218182509727288476142 2.475098289177543264827364 2.494420868753089770564202 2.477513611501755086408139 2.606330853482505816032244 2.624687318789309831146284 2.603271442802320922993431 
181.920000 2.481056084307281750511720 2.536447487122917454627213 2.522760656207861273969684 2.474132160257657364610395 2.483954471204248282134586 2.481539148786603199425826 2.609068220982599939361535 2.621305864495700799210454 2.598118751262034287208280 
181.930000 2.482022213267326637975430 2.546430823334986826012027 2.524853936156261191570138 2.477191568523170683846502 2.483471406717913332329317 2.480250976844862176307061 2.608907199363654783041966 2.621788929390408640074384 2.602144291513776686031179 
181.940000 2.479445869386335932205156 2.549973297621342727126148 2.530650711537185237887115 2.473810117285605958414862 2.495870062311886794503835 2.477191568523170683846502 2.609229242601705855975069 2.622916080817069506281314 2.600856118622258961181615 
181.950000 2.476708504056461368492137 2.555125987629720096805386 2.526464151519326684081079 2.478479740441243528437099 2.497802320409997278716219 2.480250976844862176307061 2.611805588529388266749720 2.623560167350158511823111 2.600695097011544554277407 
181.960000 2.479606890877729785671590 2.546430823334986826012027 2.521633505477453685017508 2.473166031343368764794377 2.483632428213202292255346 2.483471406717913332329317 2.609712307459994384828406 2.628712859708351334830922 2.596186491976964827443908 
181.970000 2.481539148786603199425826 2.538862810344167275644622 2.523887806945995126994831 2.470106623151696823015300 2.484920600181128147454501 2.475581353639585202586204 2.611000480422542402436648 2.620822799602451791400881 2.605364723787732206261580 
181.980000 2.483310385222780691805156 2.543693456893611593017113 2.524048828480645045857500 2.474132160257657364610395 2.483471406717913332329317 2.482183234761212720087542 2.610678437180935507200275 2.627102643328556474955349 2.604720637327777588154731 
181.990000 2.479445869386335932205156 2.538540767245941687235700 2.531455819245170602016515 2.476386461079433498611024 2.477030547034112295534669 2.478318718950939469891637 2.619051561673019001830198 2.625009362059099071728951 2.598762837695544725136187 
182.000000 2.480250976844862176307061 2.549973297621342727126148 2.525981086908749784214478 2.474454203230330495699718 2.495064954777657550977210 2.478479740441243528437099 2.608746177744871275194782 2.630967162667358749672530 2.605203702172501412093197 
