time rate GYR_0_979 Q_0_979 UPP_0_979 
sec deg/sec V V V 
# table ai0 ai3 ai5 
0.330000 -150.000 3.4395489534062169 2.5288116396826767 2.6513486501028427 
0.340000 -150.000 3.4411591729514921 2.5288116396826767 2.6526368188936233 
0.350000 -150.000 3.4398709973137414 2.5226928425624093 2.6526368188936233 
0.360000 -150.000 3.4397099753598837 2.5239810103588494 2.6539249876945346 
0.370000 -150.000 3.4411591729514921 2.5265573459810886 2.6561792831205149 
0.380000 -150.000 3.4405150851310862 2.5288116396826767 2.6536029454933567 
0.390000 -150.000 3.4409981509961036 2.5239810103588494 2.6518317133981988 
0.400000 -150.000 3.4424473486014868 2.5278455138068945 2.6519927344969672 
0.410000 -150.000 3.4430914364310770 2.5276844928281332 2.6534419243930056 
0.420000 -150.000 3.4416422388188050 2.5291336816424956 2.6544080509974886 
0.430000 -150.000 3.4421253046878402 2.5307438914507774 2.6547300932002496 
0.440000 -150.000 3.4416422388188050 2.5338032901287182 2.6556962198123339 
0.450000 -150.000 3.4409981509961036 2.5318710383256882 2.6515096712011363 
0.460000 -150.000 3.4414812168628424 2.5341253320980357 2.6511876290047072 
0.470000 -150.000 3.4422863266445680 2.5297777655639706 2.6494163969356577 
0.480000 -150.000 3.4427693925158991 2.5315489963606619 2.6521537555958941 
0.490000 -150.000 3.4429304144733925 2.5305828704692601 2.6531198821927777 
0.500000 -150.000 3.4426083705585975 2.5328371642244445 2.6529588610929018 
0.510000 -150.000 3.4419642827313042 2.5297777655639706 2.6527978399931835 
0.520000 -150.000 3.4418032607749587 2.5273624508710695 2.6497384391286065 
0.530000 -150.000 3.4426083705585975 2.5346083950531622 2.6534419243930056 
0.540000 -150.000 3.4411591729514921 2.5383118777549911 2.6536029454933567 
0.550000 -150.000 3.4405150851310862 2.5360575839268216 2.6516706922995885 
0.560000 -150.000 3.4408371290409066 2.5289726606625100 2.6536029454933567 
0.570000 -150.000 3.4409981509961036 2.5350914580096680 2.6511876290047072 
0.580000 -150.000 3.4409981509961036 2.5383118777549911 2.6521537555958941 
0.590000 -150.000 3.4422863266445680 2.5412102555782745 2.6529588610929018 
0.600000 -150.000 3.4429304144733925 2.5410492345867870 2.6544080509974886 
0.610000 -150.000 3.4424473486014868 2.5392780036905580 2.6550521354036438 
0.620000 -150.000 3.4424473486014868 2.5334812481600135 2.6540860087953608 
0.630000 -150.000 3.4429304144733925 2.5259132620718581 2.6539249876945346 
0.640000 -150.000 3.4414812168628424 2.5299387865447223 2.6548911143018676 
0.650000 -150.000 3.4406761070859009 2.5276844928281332 2.6511876290047072 
0.660000 -150.000 3.4430914364310770 2.5378288147892798 2.6532809032928126 
0.670000 -150.000 3.4432524583889532 2.5199554860274476 2.6508655868089108 
0.680000 -150.000 3.4434134803470209 2.5254301991415411 2.6518317133981988 
0.690000 -150.000 3.4448626779782421 2.5252691781650749 2.6529588610929018 
0.700000 -150.000 3.4466339195485762 2.5260742830489362 2.6537639665938668 
0.710000 -150.000 3.4443796120994454 2.5276844928281332 2.6516706922995885 
0.720000 -150.000 3.4419642827313042 2.5157689408240436 2.6497384391286065 
0.730000 -150.000 3.4418032607749587 2.5191503811726248 2.6511876290047072 
0.740000 -150.000 3.4377777119285038 2.5339643111133001 2.6495774180320533 
0.750000 -150.000 3.4405150851310862 2.5407271926042720 2.6521537555958941 
0.760000 -150.000 3.4411591729514921 2.5352524789954773 2.6537639665938668 
0.770000 -150.000 3.4427693925158991 2.5294557236029269 2.6536029454933567 
0.780000 -150.000 3.4432524583889532 2.5283285767440971 2.6531198821927777 
0.790000 -150.000 3.4447016560184518 2.5378288147892798 2.6526368188936233 
0.800000 -150.000 3.4438965462223714 2.5342863530829245 2.6511876290047072 
0.810000 -150.000 3.4432524583889532 2.5317100173430984 2.6507045657112500 
0.820000 -150.000 3.4393879314527411 2.5413712765699161 2.6498994602253187 
0.830000 -150.000 3.4384217997359037 2.5323541012743767 2.6515096712011363 
0.840000 -150.000 3.4352013607294856 2.5400831086410856 2.6539249876945346 
0.850000 -150.000 3.4414812168628424 2.5410492345867870 2.6560182620176294 
0.860000 -150.000 3.4416422388188050 2.5349304370240127 2.6513486501028427 
0.870000 -150.000 3.4400320192677909 2.5309049124324483 2.6490943547433412 
0.880000 -150.000 3.4482441391780831 2.5238199893837598 2.6508655868089108 
0.890000 -150.000 3.4078276322552781 2.5338032901287182 2.6503825235164027 
0.900000 -150.000 3.4725584579166981 2.5281675557648762 2.6482892492653174 
0.910000 -150.000 3.4343962509898249 2.5244640732850372 2.6476451648857440 
0.920000 -150.000 3.4538799080323002 2.5275234718495247 2.6500604813221886 
0.930000 -150.000 3.4157177063686475 2.5339643111133001 2.6540860087953608 
0.940000 -150.000 3.5105596536250934 2.5370237098494974 2.6579505152627108 
0.950000 -150.000 3.4418032607749587 2.5313879753783786 2.6526368188936233 
0.960000 -150.000 3.4421253046878402 2.5233369264594065 2.6487723125516576 
0.970000 -150.000 3.4427693925158991 2.5241420313340925 2.6471621016027238 
0.980000 -150.000 3.4435745023052799 2.5305828704692601 2.6490943547433412 
0.990000 -150.000 3.4438965462223714 2.5331592061919226 2.6502215024192166 
1.000000 -150.000 3.4416422388188050 2.5378288147892798 2.6537639665938668 
1.010000 -150.000 3.4434134803470209 2.5358965629402461 2.6568233675336401 
1.020000 -150.000 3.4419642827313042 2.5289726606625100 2.6524757977942217 
1.030000 -150.000 3.4422863266445680 2.5252691781650749 2.6468400594148340 
1.040000 -150.000 3.4438965462223714 2.5255912201181605 2.6508655868089108 
1.050000 -150.000 3.4434134803470209 2.5238199893837598 2.6505435446137473 
1.060000 -150.000 3.4411591729514921 2.5354134999814391 2.6523147766949791 
1.070000 -150.000 3.4424473486014868 2.5354134999814391 2.6536029454933567 
1.080000 -150.000 3.4432524583889532 2.5205995699140549 2.6529588610929018 
1.090000 -150.000 3.4429304144733925 2.5294557236029269 2.6515096712011363 
1.100000 -150.000 3.4435745023052799 2.5278455138068945 2.6534419243930056 
1.110000 -150.000 3.4437355242637300 2.5407271926042720 2.6537639665938668 
1.120000 -150.000 3.4427693925158991 2.5300998075256271 2.6518317133981988 
1.130000 -150.000 3.4430914364310770 2.5350914580096680 2.6502215024192166 
1.140000 -150.000 3.4440575681812051 2.5386339197328995 2.6500604813221886 
1.150000 -150.000 3.4427693925158991 2.5962794437219796 2.6498994602253187 
1.160000 -150.000 3.4438965462223714 2.4412162491672738 2.6473231226969061 
1.170000 -150.000 3.4437355242637300 2.5251081571887615 2.6537639665938668 
1.180000 -150.000 3.4416422388188050 2.5223708006148278 2.6494163969356577 
1.190000 -150.000 3.4424473486014868 2.5165740456628396 2.6532809032928126 
1.200000 -150.000 3.4427693925158991 2.5595666496164844 2.6516706922995885 
1.210000 -150.000 3.4421253046878402 2.5220487586678577 2.6507045657112500 
1.220000 -150.000 3.4421253046878402 2.5315489963606619 2.6442637219344687 
1.230000 -150.000 3.4430914364310770 2.5376677938010164 2.6452298484848664 
1.240000 -150.000 3.4430914364310770 2.5344473740679665 2.6450688273927385 
1.250000 -150.000 3.4427693925158991 2.5453968014108947 2.6482892492653174 
1.260000 -150.000 3.4437355242637300 2.5302608285066852 2.6473231226969061 
1.270000 -150.000 3.4437355242637300 2.5468459903771712 2.6511876290047072 
1.280000 -150.000 3.4421253046878402 2.5407271926042720 2.6576284730536122 
1.290000 -150.000 3.4424473486014868 2.5402441296316520 2.6571454097411538 
1.300000 -150.000 3.4419642827313042 2.5444306754402977 2.6518317133981988 
1.310000 -150.000 3.4413201949070720 2.5342863530829245 2.6476451648857440 
1.320000 -150.000 3.4416422388188050 2.5420153605380178 2.6429755532094488 
1.330000 -150.000 3.4426083705585975 2.5407271926042720 2.6458739328549576 
1.340000 -150.000 3.4414812168628424 2.5378288147892798 2.6418484055833455 
1.350000 -150.000 3.4419642827313042 2.5375067728129066 2.6407212579649757 
1.360000 -150.000 3.4421253046878402 2.5304218494878961 2.6460349539478751 
1.370000 -150.000 3.4408371290409066 2.5336422691442890 2.6447467852089566 
1.380000 -150.000 3.4409981509961036 2.5230148845106020 2.6555351987099240 
1.390000 -150.000 3.4421253046878402 2.5312269543962485 2.6606878740656508 
1.400000 -150.000 3.4403540631764633 2.5405661716132455 2.6202715810862629 
1.410000 -150.000 3.4409981509961036 2.5288116396826767 2.6188223914823978 
1.420000 -150.000 3.4429304144733925 2.5329981852081067 2.6336363302550194 
1.430000 -150.000 3.4432524583889532 2.5265573459810886 2.6445857641173030 
1.440000 -150.000 3.4432524583889532 2.5323541012743767 2.6635862540246116 
1.450000 -150.000 3.4438965462223714 2.5397610666604136 2.6983668175551045 
1.460000 -150.000 3.4437355242637300 2.5300998075256271 2.6494163969356577 
1.470000 -150.000 3.4424473486014868 2.5255912201181605 2.6484502703606059 
1.480000 -150.000 3.4435745023052799 2.5302608285066852 2.6490943547433412 
1.490000 -150.000 3.4443796120994454 2.5288116396826767 2.6527978399931835 
1.500000 -150.000 3.4445406340588529 2.5272014298927674 2.6519927344969672 
1.510000 -150.000 3.4448626779782421 2.5262353040261676 2.6490943547433412 
1.520000 -150.000 3.4455067658193195 2.5350914580096680 2.6484502703606059 
1.530000 -150.000 3.4443796120994454 2.5321930802913273 2.6487723125516576 
1.540000 -150.000 3.4443796120994454 2.5289726606625100 2.6484502703606059 
1.550000 -150.000 3.4453457438587627 2.5205995699140549 2.6574674519493007 
1.560000 -150.000 3.4450236999382247 2.5346083950531622 2.6568233675336401 
1.570000 -150.000 3.4430914364310770 2.5360575839268216 2.6555351987099240 
1.580000 -150.000 3.4455067658193195 2.5378288147892798 2.6537639665938668 
1.590000 -150.000 3.4451847218983982 2.5329981852081067 2.6484502703606059 
1.600000 -150.000 3.4450236999382247 2.5273624508710695 2.6479672070752147 
1.610000 -150.000 3.4453457438587627 2.5257522410949327 2.6508655868089108 
1.620000 -150.000 3.4451847218983982 2.5304218494878961 2.6553741776076722 
1.630000 -150.000 3.4426083705585975 2.5334812481600135 2.6531198821927777 
1.640000 -150.000 3.4438965462223714 2.5278455138068945 2.6518317133981988 
1.650000 -150.000 3.4451847218983982 2.5275234718495247 2.6505435446137473 
1.660000 -150.000 3.4448626779782421 2.5278455138068945 2.6521537555958941 
1.670000 -150.000 3.4448626779782421 2.5275234718495247 2.6555351987099240 
1.680000 -150.000 3.4453457438587627 2.5352524789954773 2.6579505152627108 
1.690000 -150.000 3.4451847218983982 2.5349304370240127 2.6537639665938668 
1.700000 -150.000 3.4447016560184518 2.5325151222575792 2.6510266079067297 
1.710000 -150.000 3.4455067658193195 2.5360575839268216 2.6510266079067297 
1.720000 -150.000 3.4458288097410068 2.5410492345867870 2.6516706922995885 
1.730000 -150.000 3.4448626779782421 2.5421763815304272 2.6545690720987896 
1.740000 -150.000 3.4442185901402298 2.5379898357776969 2.6565013253267606 
1.750000 -150.000 3.4430914364310770 2.5386339197328995 2.6548911143018676 
1.760000 -150.000 3.4422863266445680 2.5320320593084311 2.6526368188936233 
1.770000 -150.000 3.4426083705585975 2.5426594445085779 2.6527978399931835 
1.780000 -150.000 3.4435745023052799 2.5408882135954527 2.6548911143018676 
1.790000 -150.000 3.4440575681812051 2.5431425074881115 2.6548911143018676 
1.800000 -150.000 3.4437355242637300 2.5273624508710695 2.6547300932002496 
1.810000 -150.000 3.4427693925158991 2.5342863530829245 2.6552131565055790 
1.820000 -150.000 3.4421253046878402 2.5228538635364290 2.6507045657112500 
1.830000 -150.000 3.4426083705585975 2.5130315844006583 2.6536029454933567 
1.840000 -150.000 3.4438965462223714 2.5212436538031060 2.6561792831205149 
1.850000 -150.000 3.4429304144733925 2.5275234718495247 2.6552131565055790 
1.860000 -150.000 3.4418032607749587 2.5281675557648762 2.6545690720987896 
1.870000 -150.000 3.4416422388188050 2.5402441296316520 2.6498994602253187 
1.880000 -150.000 3.4421253046878402 2.5309049124324483 2.6489333336474199 
1.890000 -150.000 3.4429304144733925 2.5286506187029971 2.6502215024192166 
1.900000 -150.000 3.4443796120994454 2.5410492345867870 2.6524757977942217 
1.910000 -150.000 3.4440575681812051 2.5473290533686996 2.6524757977942217 
1.920000 -150.000 3.4424473486014868 2.5416933185536594 2.6508655868089108 
1.930000 -150.000 3.4421253046878402 2.5233369264594065 2.6497384391286065 
1.940000 -150.000 3.4418032607749587 2.5281675557648762 2.6502215024192166 
1.950000 -150.000 3.4424473486014868 2.5338032901287182 2.6526368188936233 
1.960000 -150.000 3.4432524583889532 2.5205995699140549 2.6529588610929018 
1.970000 -150.000 3.4442185901402298 2.5233369264594065 2.6547300932002496 
1.980000 -150.000 3.4429304144733925 2.5189893602021187 2.6537639665938668 
1.990000 -150.000 3.4429304144733925 2.5209216118582751 2.6508655868089108 
2.000000 -150.000 3.4434134803470209 2.5185062972915149 2.6505435446137473 
2.010000 -150.000 3.4443796120994454 2.5263963250035513 2.6539249876945346 
2.020000 -150.000 3.4437355242637300 2.5323541012743767 2.6539249876945346 
2.030000 -150.000 3.4426083705585975 2.5508715153488963 2.6548911143018676 
2.040000 -150.000 3.4416422388188050 2.5634311538798515 2.6523147766949791 
2.050000 -150.000 3.4424473486014868 2.5470070113741934 2.6505435446137473 
2.060000 -150.000 3.4453457438587627 2.5391169827009130 2.6516706922995885 
2.070000 -150.000 3.4455067658193195 2.5342863530829245 2.6539249876945346 
2.080000 -150.000 3.4443796120994454 2.5297777655639706 2.6547300932002496 
2.090000 -150.000 3.4401930412220314 2.5304218494878961 2.6537639665938668 
2.100000 -150.000 3.4413201949070720 2.5239810103588494 2.6511876290047072 
2.110000 -150.000 3.4409981509961036 2.5165740456628396 2.6513486501028427 
2.120000 -150.000 3.4416422388188050 2.5252691781650749 2.6553741776076722 
2.130000 -150.000 3.4430914364310770 2.5283285767440971 2.6523147766949791 
2.140000 -150.000 3.4427693925158991 2.5267183669587787 2.6523147766949791 
2.150000 -150.000 3.4450236999382247 2.5273624508710695 2.6510266079067297 
2.160000 -150.000 3.4459898317021369 2.5510325363497675 2.6490943547433412 
2.170000 -150.000 3.4469559634729450 2.5449137384249041 2.6510266079067297 
2.180000 -150.000 3.4458288097410068 2.5355745209675544 2.6534419243930056 
2.190000 -150.000 3.4429304144733925 2.5325151222575792 2.6515096712011363 
2.200000 -150.000 3.4413201949070720 2.5243030523094885 2.6532809032928126 
2.210000 -150.000 3.4390658875463642 2.5262353040261676 2.6507045657112500 
2.220000 -150.000 3.4400320192677909 2.5205995699140549 2.6478061859804001 
2.230000 -150.000 3.4443796120994454 2.5255912201181605 2.6536029454933567 
2.240000 -150.000 3.4464728975866792 2.5302608285066852 2.6534419243930056 
2.250000 -150.000 3.4466339195485762 2.5284895977234707 2.6518317133981988 
2.260000 -150.000 3.4467949415106647 2.5400831086410856 2.6526368188936233 
2.270000 -150.000 3.4461508536634593 2.5350914580096680 2.6490943547433412 
2.280000 -150.000 3.4467949415106647 2.5336422691442890 2.6511876290047072 
2.290000 -150.000 3.4408371290409066 2.5329981852081067 2.6527978399931835 
2.300000 -150.000 3.4361674924233840 2.5342863530829245 2.6516706922995885 
2.310000 -150.000 3.4303707023631440 2.5296167445833726 2.6547300932002496 
2.320000 -150.000 3.4266671977319594 2.5331592061919226 2.6531198821927777 
2.330000 -150.000 3.4366505582729130 2.5310659334142716 2.6537639665938668 
2.340000 -150.000 3.4656345123991485 2.5326761432409350 2.6542470298963452 
2.350000 -150.000 3.4616089628431714 2.5275234718495247 2.6492553758394202 
2.360000 -150.000 3.4973558471147395 2.5148028150225223 2.6495774180320533 
2.370000 -150.000 3.4883386141489390 2.5073958507264842 2.6482892492653174 
2.380000 -150.000 3.5100765875102575 2.5177011924435631 2.6482892492653174 
2.390000 -150.000 3.4411591729514921 2.5178622134128479 2.6515096712011363 
2.400000 -150.000 3.4405150851310862 2.5288116396826767 2.6511876290047072 
2.410000 -150.000 3.4414812168628424 2.5310659334142716 2.6510266079067297 
2.420000 -150.000 3.4409981509961036 2.5418543395457616 2.6508655868089108 
2.430000 -150.000 3.4406761070859009 2.5457188434023239 2.6534419243930056 
2.440000 -150.000 3.4403540631764633 2.5389559617114212 2.6495774180320533 
2.450000 -150.000 3.4406761070859009 2.5326761432409350 2.6519927344969672 
2.460000 -150.000 3.4414812168628424 2.5360575839268216 2.6470010805087001 
2.470000 -150.000 3.4414812168628424 2.5315489963606619 2.6487723125516576 
2.480000 -150.000 3.4419642827313042 2.5289726606625100 2.6526368188936233 
2.490000 -150.000 3.4409981509961036 2.5280065347858089 2.6518317133981988 
2.500000 -150.000 3.4418032607749587 2.5309049124324483 2.6519927344969672 
2.510000 -150.000 3.4416422388188050 2.5352524789954773 2.6560182620176294 
2.520000 -150.000 3.4438965462223714 2.5437865914629749 2.6571454097411538 
2.530000 -150.000 3.4445406340588529 2.5441086334513288 2.6547300932002496 
2.540000 -150.000 3.4438965462223714 2.5323541012743767 2.6507045657112500 
2.550000 -150.000 3.4437355242637300 2.5323541012743767 2.6495774180320533 
2.560000 -150.000 3.4438965462223714 2.5286506187029971 2.6479672070752147 
2.570000 -150.000 3.4442185901402298 2.5222097796412664 2.6478061859804001 
2.580000 -150.000 3.4451847218983982 2.5661685111202566 2.6516706922995885 
2.590000 -150.000 3.4440575681812051 2.5516766203547898 2.6510266079067297 
2.600000 -150.000 3.4442185901402298 2.5355745209675544 2.6503825235164027 
2.610000 -150.000 3.4432524583889532 2.5360575839268216 2.6548911143018676 
2.620000 -150.000 3.4443796120994454 2.6141527806230194 2.6550521354036438 
2.630000 -150.000 3.4455067658193195 2.5281675557648762 2.6495774180320533 
2.640000 -150.000 3.4453457438587627 2.4854970016453684 2.6431365742995241 
2.650000 -150.000 3.4440575681812051 2.5358965629402461 2.6444247430258070 
2.660000 -150.000 3.4440575681812051 2.5347694160385106 2.6513486501028427 
2.670000 -150.000 3.4429304144733925 2.5273624508710695 2.6484502703606059 
2.680000 -150.000 3.4447016560184518 2.5305828704692601 2.6487723125516576 
2.690000 -150.000 3.4448626779782421 2.5260742830489362 2.6457129117621974 
2.700000 -150.000 3.4450236999382247 2.5246250942607387 2.6465180172275766 
2.710000 -150.000 3.4440575681812051 2.5247861152365938 2.6486112914560525 
2.720000 -150.000 3.4430914364310770 2.5243030523094885 2.6455518906695956 
2.730000 -150.000 3.4440575681812051 2.5209216118582751 2.6481282281701870 
2.740000 -150.000 3.4458288097410068 2.5254301991415411 2.6492553758394202 
2.750000 -150.000 3.4450236999382247 2.5297777655639706 2.6503825235164027 
2.760000 -150.000 3.4450236999382247 2.5251081571887615 2.6545690720987896 
2.770000 -150.000 3.4438965462223714 2.5402441296316520 2.6555351987099240 
2.780000 -150.000 3.4426083705585975 2.5391169827009130 2.6518317133981988 
2.790000 -150.000 3.4443796120994454 2.5360575839268216 2.6474841437912460 
2.800000 -150.000 3.4455067658193195 2.5363796259004334 2.6445857641173030 
2.810000 -150.000 3.4453457438587627 2.5416933185536594 2.6391110470950014 
2.820000 -150.000 3.4435745023052799 2.5249471362126008 2.6323481616132565 
2.830000 -150.000 3.4437355242637300 2.5294557236029269 2.6329922459328783 
2.840000 -150.000 3.4434134803470209 2.5325151222575792 2.6307379508252207 
2.850000 -150.000 3.4435745023052799 2.5413712765699161 2.5590835865898183 
2.860000 -150.000 3.4445406340588529 2.5341253320980357 2.6508655868089108 
2.870000 -150.000 3.4432524583889532 2.5331592061919226 2.6738916054066149 
2.880000 -150.000 3.4409981509961036 2.5325151222575792 2.7154350597951646 
2.890000 -150.000 3.4421253046878402 2.5204385489421739 2.6985278386998894 
2.900000 -150.000 3.4416422388188050 2.5233369264594065 2.6490943547433412 
2.910000 -150.000 3.4418032607749587 2.5291336816424956 2.6492553758394202 
2.920000 -150.000 3.4418032607749587 2.5405661716132455 2.6492553758394202 
2.930000 -150.000 3.4422863266445680 2.5524817253645344 2.6527978399931835 
2.940000 -150.000 3.4419642827313042 2.5542529563995329 2.6516706922995885 
2.950000 -150.000 3.4424473486014868 2.5386339197328995 2.6478061859804001 
2.960000 -150.000 3.4427693925158991 2.5405661716132455 2.6490943547433412 
2.970000 -150.000 3.4432524583889532 2.5376677938010164 2.6527978399931835 
2.980000 -150.000 3.4430914364310770 2.5260742830489362 2.6510266079067297 
2.990000 -150.000 3.4438965462223714 2.5349304370240127 2.6532809032928126 
3.000000 -150.000 3.4414812168628424 2.5323541012743767 2.6534419243930056 
3.010000 -150.000 3.4440575681812051 2.5328371642244445 2.6502215024192166 
3.020000 -150.000 3.4435745023052799 2.5272014298927674 2.6515096712011363 
3.030000 -150.000 3.4437355242637300 2.5294557236029269 2.6511876290047072 
3.040000 -150.000 3.4434134803470209 2.5375067728129066 2.6527978399931835 
3.050000 -150.000 3.4437355242637300 2.5268793879366220 2.6515096712011363 
3.060000 -150.000 3.4450236999382247 2.5289726606625100 2.6537639665938668 
3.070000 -150.000 3.4448626779782421 2.5276844928281332 2.6523147766949791 
3.080000 -150.000 3.4438965462223714 2.5318710383256882 2.6531198821927777 
3.090000 -150.000 3.4434134803470209 2.5394390246803562 2.6527978399931835 
3.100000 -150.000 3.4438965462223714 2.5416933185536594 2.6510266079067297 
3.110000 -150.000 3.4430914364310770 2.5288116396826767 2.6524757977942217 
3.120000 -150.000 3.4422863266445680 2.5299387865447223 2.6507045657112500 
3.130000 -150.000 3.4422863266445680 2.5273624508710695 2.6526368188936233 
3.140000 -150.000 3.4432524583889532 2.5260742830489362 2.6539249876945346 
3.150000 -150.000 3.4435745023052799 2.5481341583576569 2.6536029454933567 
3.160000 -150.000 3.4437355242637300 2.5381508567662672 2.6502215024192166 
3.170000 -150.000 3.4422863266445680 2.5259132620718581 2.6511876290047072 
3.180000 -150.000 3.4418032607749587 2.5354134999814391 2.6526368188936233 
3.190000 -150.000 3.4421253046878402 2.5331592061919226 2.6545690720987896 
3.200000 -150.000 3.4422863266445680 2.5346083950531622 2.6518317133981988 
3.210000 -150.000 3.4430914364310770 2.5445916964350128 2.6526368188936233 
3.220000 -150.000 3.4416422388188050 2.5315489963606619 2.6558572409149024 
3.230000 -150.000 3.4411591729514921 2.5436255704690285 2.6569843886373179 
3.240000 -150.000 3.4424473486014868 2.5433035284815966 2.6542470298963452 
3.250000 -150.000 3.4418032607749587 2.5404051506223717 2.6548911143018676 
3.260000 -150.000 3.4414812168628424 2.5275234718495247 2.6540860087953608 
3.270000 -150.000 3.4422863266445680 2.5265573459810886 2.6555351987099240 
3.280000 -150.000 3.4416422388188050 2.5296167445833726 2.6534419243930056 
3.290000 -150.000 3.4413201949070720 2.5307438914507774 2.6540860087953608 
3.300000 -150.000 3.4401930412220314 2.5394390246803562 2.6527978399931835 
3.310000 -150.000 3.4414812168628424 2.5407271926042720 2.6516706922995885 
3.320000 -150.000 3.4405150851310862 2.5202775279704457 2.6492553758394202 
3.330000 -150.000 3.4395489534062169 2.5236589684088222 2.6511876290047072 
3.340000 -150.000 3.4401930412220314 2.5210826328306140 2.6529588610929018 
3.350000 -150.000 3.4408371290409066 2.5259132620718581 2.6556962198123339 
3.360000 -150.000 3.4426083705585975 2.5276844928281332 2.6560182620176294 
3.370000 -150.000 3.4437355242637300 2.5267183669587787 2.6521537555958941 
3.380000 -150.000 3.4445406340588529 2.5317100173430984 2.6531198821927777 
3.390000 -150.000 3.4426083705585975 2.5210826328306140 2.6510266079067297 
3.400000 -150.000 3.4416422388188050 2.5355745209675544 2.6539249876945346 
3.410000 -150.000 3.4426083705585975 2.5307438914507774 2.6540860087953608 
3.420000 -150.000 3.4393879314527411 2.5342863530829245 2.6547300932002496 
3.430000 -150.000 3.4418032607749587 2.5280065347858089 2.6502215024192166 
3.440000 -150.000 3.4421253046878402 2.5346083950531622 2.6498994602253187 
3.450000 -150.000 3.4426083705585975 2.5412102555782745 2.6490943547433412 
3.460000 -150.000 3.4430914364310770 2.5251081571887615 2.6534419243930056 
3.470000 -150.000 3.4443796120994454 2.5260742830489362 2.6529588610929018 
3.480000 -150.000 3.4448626779782421 2.5270404089146181 2.6531198821927777 
3.490000 -150.000 3.4437355242637300 2.5172181295366229 2.6536029454933567 
3.500000 -150.000 3.4429304144733925 2.5246250942607387 2.6519927344969672 
3.510000 -150.000 3.4424473486014868 2.5315489963606619 2.6507045657112500 
3.520000 -150.000 3.4416422388188050 2.5339643111133001 2.6536029454933567 
3.530000 -150.000 3.4427693925158991 2.5320320593084311 2.6540860087953608 
3.540000 -150.000 3.4437355242637300 2.5280065347858089 2.6540860087953608 
3.550000 -150.000 3.4443796120994454 2.5381508567662672 2.6539249876945346 
3.560000 -150.000 3.4455067658193195 2.5363796259004334 2.6511876290047072 
3.570000 -150.000 3.4466339195485762 2.5255912201181605 2.6540860087953608 
3.580000 -150.000 3.4456677877800672 2.5251081571887615 2.6524757977942217 
3.590000 -150.000 3.4453457438587627 2.5307438914507774 2.6518317133981988 
3.600000 -150.000 3.4451847218983982 2.5347694160385106 2.6513486501028427 
3.610000 -150.000 3.4426083705585975 2.5367016678746586 2.6507045657112500 
3.620000 -150.000 3.4427693925158991 2.5318710383256882 2.6500604813221886 
3.630000 -150.000 3.4424473486014868 2.5350914580096680 2.6497384391286065 
3.640000 -150.000 3.4447016560184518 2.5346083950531622 2.6523147766949791 
